receiver_id,Nome,Cognome,Nationality
1829,Patricia,Thomas,Swaziland
1830,Lonnie,White,Suriname
1831,Chad,Diaz,Sierra Leone
1832,Vanessa,James,Germany
1833,Sarah,Lewis,Isle of Man
1834,Valerie,Salazar,San Marino
1835,Jason,Underwood,Grenada
1836,Barbara,Jackson,Ireland
1837,Jeremy,Lopez,Sudan
1838,Michael,Flores,Brazil
1839,Shelley,Gonzalez,Tuvalu
1840,Jennifer,Holland,Ghana
1841,Glenn,Johnson,Estonia
1842,Linda,Walsh,Guinea
1843,Steven,Davis,Bangladesh
1844,Jerry,Meadows,Andorra
1845,Thomas,Thomas,Kenya
1846,Dylan,Kelly,Russian Federation
1847,Joy,Wang,Turkmenistan
1848,Bradley,Gallagher,San Marino
1849,Ronald,Kim,Saint Barthelemy
1850,Robert,Flores,Fiji
1851,James,Rogers,Nauru
1852,Frank,Davis,Georgia
1853,Dana,Mendez,Australia
1854,Patrick,Farmer,Saint Lucia
1855,Taylor,Hanna,Cote d'Ivoire
1856,Jeffery,Weber,Finland
1857,Raymond,Fry,North Macedonia
1858,Jacob,Long,Georgia
1859,Jeffery,Hunter,Papua New Guinea
1860,Diane,Scott,Ireland
1861,Christian,Diaz,Tokelau
1862,Willie,Green,Ireland
1863,John,Davis,Mozambique
1864,Julia,Bell,Guatemala
1865,Stephen,Yoder,Honduras
1866,Laura,Johnson,Netherlands
1867,Jill,Shepherd,Azerbaijan
1868,Brian,Jackson,Mauritania
1869,Eric,Cooper,Peru
1870,Michelle,Baird,India
1871,Nicole,Blair,Burundi
1872,Edward,Avery,Uganda
1873,Elizabeth,Davis,Algeria
1874,Andrea,Sweeney,French Polynesia
1875,Gina,Soto,New Zealand
1876,Angel,Smith,Romania
1877,Angela,Jackson,Brazil
1878,Amy,Wolfe,Palestinian Territory
1879,Brooke,Potts,Djibouti
1880,Lindsey,Barnes,San Marino
1881,Darrell,Clay,South Georgia and the South Sandwich Islands
1882,Krystal,Sawyer,Zimbabwe
1883,Danielle,Campbell,Latvia
1884,Sara,Lynch,Western Sahara
1885,Gordon,Salas,Jersey
1886,Toni,Wolf,Bermuda
1887,Megan,Rodriguez,Bangladesh
1888,Jake,Williams,Niue
1889,Caroline,Brown,Morocco
1890,Maria,Sanders,Guyana
1891,Laura,Vang,Sierra Leone
1892,Carla,Conway,Brazil
1893,Paul,Olson,Sweden
1894,Stephanie,Whitehead,Tanzania
1895,Amber,Lee,Uganda
1896,Steven,Turner,Solomon Islands
1897,Timothy,Estrada,Russian Federation
1898,Donald,Dorsey,Finland
1899,Wendy,Foley,Tokelau
1900,Melissa,Hunt,Samoa
1901,Mary,Contreras,United States Virgin Islands
1902,Jessica,Scott,Singapore
1903,Susan,Lin,French Polynesia
1904,Kelsey,Murray,United States Minor Outlying Islands
1905,Laura,Harris,Nigeria
1906,Kristin,Rivera,Bouvet Island (Bouvetoya)
1907,Erik,Ellis,Ecuador
1908,Kathy,Williams,Spain
1909,Scott,Martinez,Holy See (Vatican City State)
1910,Danny,Beard,Uruguay
1911,Samantha,Adams,United States Virgin Islands
1912,Theresa,Andersen,Bouvet Island (Bouvetoya)
1913,Margaret,Peterson,Martinique
1914,Bernard,Mcintosh,Namibia
1915,Roberto,Mcneil,Cyprus
1916,Adam,Cardenas,Turks and Caicos Islands
1917,Angel,White,Greece
1918,Michelle,Williams,United Kingdom
1919,Mark,Johnson,Vanuatu
1920,Taylor,Walker,Lebanon
1921,Sandra,Burch,Japan
1922,Crystal,Vasquez,Sierra Leone
1923,Nathan,Atkins,Benin
1924,Kimberly,Hull,Cayman Islands
1925,Jeffrey,Petersen,Oman
1926,David,Maldonado,Switzerland
1927,Jennifer,Strong,Ecuador
1928,Tina,Pham,Saint Martin
1929,Tamara,Ford,Denmark
1930,Jonathan,Burns,Iraq
1931,Robert,Reeves,Poland
1932,Kristin,Johnson,Spain
1933,Jacqueline,Huang,Mexico
1934,Phillip,Stuart,Liechtenstein
1935,Jose,Lopez,Greece
1936,Courtney,Bryant,Morocco
1937,David,Jackson,Switzerland
1938,Raymond,Boyd,French Guiana
1939,Sarah,Crosby,Marshall Islands
1940,Caitlin,Lopez,Iceland
1941,Robert,Thompson,Egypt
1942,Cole,Gibbs,Cuba
1943,Elizabeth,Sullivan,Montenegro
1944,Jeffrey,Stewart,Sudan
1945,Bradley,Taylor,Guinea-Bissau
1946,Danielle,Gonzalez,Palau
1947,Kathleen,Wood,French Polynesia
1948,Taylor,Rogers,Uruguay
1949,Robert,Martin,Nicaragua
1950,Cheryl,Maxwell,Peru
1951,Traci,Smith,Heard Island and McDonald Islands
1952,Michelle,Moore,Grenada
1953,David,Conrad,Bolivia
1954,Lisa,Ashley,Germany
1955,Leah,Harris,Saint Helena
1956,Andrew,Torres,Svalbard & Jan Mayen Islands
1957,John,Phelps,Yemen
1958,Joel,Mendoza,Svalbard & Jan Mayen Islands
1959,Zachary,Bryant,British Virgin Islands
1960,Sarah,Palmer,Finland
1961,Joseph,Taylor,Honduras
1962,Carrie,Brown,Finland
1963,Angela,Clark,Northern Mariana Islands
1964,Teresa,Thomas,Congo
1965,Derrick,Coleman,United Arab Emirates
1966,Amy,Hunt,Portugal
1967,Courtney,Wood,Philippines
1968,Patrick,Rios,Turkmenistan
1969,Vincent,Rodgers,Uruguay
1970,Cindy,Hahn,Anguilla
1971,Christine,Flynn,Belarus
1972,Jordan,Bennett,Saint Kitts and Nevis
1973,Cody,Martinez,Spain
1974,Joann,Roy,Bahamas
1975,Andrew,Harris,Cayman Islands
1976,Robert,Harvey,Bahrain
1977,Natalie,Patterson,Swaziland
1978,Margaret,Sellers,Marshall Islands
1979,Jane,Peterson,Tunisia
1980,Joseph,Ramirez,Iceland
1981,Dawn,Torres,Faroe Islands
1982,Christina,Benson,Macao
1983,Joseph,Mack,Slovakia (Slovak Republic)
1984,Sarah,Maldonado,French Southern Territories
1985,Jeff,Moore,United States Minor Outlying Islands
1986,Jenny,Orozco,United States Virgin Islands
1987,Mary,Taylor,Guadeloupe
1988,Lauren,Chang,Palau
1989,Kevin,Williams,Brazil
1990,David,Boyle,Oman
1991,Kathy,Young,Nigeria
1992,Jasmine,Jackson,Monaco
1993,Ashley,Howard,Uzbekistan
1994,Steven,Pearson,Mongolia
1995,Jenna,Lopez,Norfolk Island
1996,Dustin,Williams,Cameroon
1997,Sydney,Lewis,China
1998,Miranda,Adams,Saint Barthelemy
1999,Ruben,Barnett,Jordan
2000,Jasmine,Martin,Cote d'Ivoire
2001,Erica,Cain,Sierra Leone
2002,Gregory,Leach,Angola
2003,Melanie,White,Algeria
2004,Stacy,Wu,Cameroon
2005,Lori,Wilson,Isle of Man
2006,Kimberly,Ochoa,Eritrea
2007,Jessica,Jenkins,Sri Lanka
2008,Priscilla,Norman,Kyrgyz Republic
2009,Rebecca,Horton,Nicaragua
2010,Sean,Frye,Cuba
2011,Brittany,Green,United States of America
2012,Lisa,Small,Uganda
2013,Alejandra,Rose,Belgium
2014,April,Zamora,Micronesia
2015,Sandra,Gonzalez,Turkmenistan
2016,Elizabeth,Reed,Ireland
2017,Manuel,Cummings,El Salvador
2018,Michael,Maddox,Kyrgyz Republic
2019,Jorge,Kelly,Sao Tome and Principe
2020,Angela,Leonard,Serbia
2021,Carrie,Cannon,Estonia
2022,Jennifer,Castro,Hungary
2023,Amy,Pitts,Iran
2024,Natasha,Bennett,Cameroon
2025,Wendy,Davis,Kazakhstan
2026,Nicole,Wheeler,Algeria
2027,Michelle,Johnson,Lesotho
2028,Rebecca,Thomas,Aruba
2029,Gregory,Dorsey,United States Virgin Islands
2030,Nicole,Jones,Zimbabwe
2031,Charles,Davis,Mexico
2032,Robert,Stevens,Netherlands
2033,Alyssa,Carter,North Macedonia
2034,Elizabeth,Mendez,Botswana
2035,Michelle,Williams,Western Sahara
2036,Steve,Bates,Bosnia and Herzegovina
2037,Tonya,Bowman,Argentina
2038,Kenneth,Osborne,French Southern Territories
2039,Cindy,Hines,Niue
2040,Joseph,Baxter,New Zealand
2041,Paul,Perkins,Senegal
2042,Holly,Smith,Nicaragua
2043,Catherine,Hall,American Samoa
2044,Linda,Lawson,Isle of Man
2045,William,Todd,Bolivia
2046,Sherry,Chen,Madagascar
2047,Brooke,Bush,Trinidad and Tobago
2048,Alan,Guerrero,Montenegro
2049,Angela,Phillips,Mayotte
2050,Kathy,Sellers,Gambia
2051,Tyler,Johnson,Panama
2052,Ann,Hall,Marshall Islands
2053,Caroline,Andrews,New Caledonia
2054,Katie,Griffith,Bosnia and Herzegovina
2055,Christopher,Griffith,Estonia
2056,Mark,Hughes,Austria
2057,Christopher,Evans,Sweden
2058,Jessica,Tucker,India
2059,Melissa,Evans,Mauritius
2060,Cindy,Thornton,Kiribati
2061,Matthew,Hubbard,Tokelau
2062,Sarah,Turner,Czech Republic
2063,Scott,Horne,Algeria
2064,Paula,Harris,Czech Republic
2065,Daniel,Bennett,United States Minor Outlying Islands
2066,Tina,Ritter,Dominican Republic
2067,Emily,Walker,Congo
2068,Joshua,Cooper,San Marino
2069,Angela,Williams,Guinea
2070,Jonathan,Wolfe,French Polynesia
2071,Nicholas,Olson,Burkina Faso
2072,Patricia,Lee,Poland
2073,Elizabeth,Cummings,Eritrea
2074,Brian,Pearson,Falkland Islands (Malvinas)
2075,Rachel,Beard,Venezuela
2076,Kenneth,Cortez,Martinique
2077,Frank,Torres,British Indian Ocean Territory (Chagos Archipelago)
2078,Victoria,Rubio,Nigeria
2079,Lee,Barnes,Luxembourg
2080,Scott,Ross,Argentina
2081,Anthony,Reyes,Swaziland
2082,Charlene,Schultz,Malawi
2083,Karen,Meyer,Bolivia
2084,Theresa,Wilson,Iraq
2085,Traci,Wilson,Thailand
2086,Melissa,Bryant,Brunei Darussalam
2087,Brandon,Duncan,Swaziland
2088,Zachary,Greer,Guadeloupe
2089,Erik,Ford,Dominica
2090,Diane,Oconnor,Belarus
2091,Tracy,Gonzalez,Monaco
2092,Danielle,Moore,Guatemala
2093,Timothy,Hawkins,Netherlands
2094,Brett,Higgins,Botswana
2095,Johnathan,Ford,Chile
2096,Jessica,Jones,Kazakhstan
2097,Randall,Tran,Ireland
2098,Julie,Thomas,Solomon Islands
2099,Christine,Blankenship,Malaysia
2100,Mark,Fowler,Sierra Leone
2101,Pamela,Morales,Guernsey
2102,Eric,Lucas,Egypt
2103,Joseph,Vega,Tunisia
2104,Kenneth,Lewis,Italy
2105,Stephanie,Johnson,Iran
2106,Bradley,Wilson,Samoa
2107,Shawn,White,Congo
2108,Teresa,Miller,South Africa
2109,Kenneth,Briggs,Christmas Island
2110,Patrick,Alexander,Malawi
2111,Kristine,Schwartz,Belize
2112,Mackenzie,Smith,Heard Island and McDonald Islands
2113,Jason,Hernandez,Nauru
2114,Cody,Stevens,Northern Mariana Islands
2115,Mark,George,Mexico
2116,Hannah,Conway,Italy
2117,Brandy,Suarez,Bermuda
2118,Robin,Johnson,Sweden
2119,Pamela,Thompson,Hong Kong
2120,Gary,Padilla,Cayman Islands
2121,Tony,Ferguson,Gambia
2122,Russell,Grant,Georgia
2123,Natasha,Bridges,Togo
2124,Kevin,Davis,Algeria
2125,Johnny,Mitchell,Hong Kong
2126,Kimberly,Davidson,Trinidad and Tobago
2127,Brittany,Brock,Venezuela
2128,David,Miller,Germany
2129,Benjamin,Suarez,Malaysia
2130,Linda,Jackson,Swaziland
2131,Rebecca,Christensen,Pakistan
2132,Allen,Schultz,Saint Martin
2133,Ronald,Porter,Denmark
2134,Jill,Cunningham,Gabon
2135,Kimberly,Sanders,Falkland Islands (Malvinas)
2136,Joseph,Nelson,Wallis and Futuna
2137,Nicole,Spears,American Samoa
2138,Ronald,Prince,Jordan
2139,John,Hancock,Grenada
2140,Natalie,Reynolds,Belgium
2141,Adrian,Larsen,Oman
2142,Charles,Carrillo,United Arab Emirates
2143,Louis,Mayo,Angola
2144,Nicole,Scott,Marshall Islands
2145,Jim,Hamilton,Zambia
2146,Sarah,Smith,Saint Kitts and Nevis
2147,Shawn,Hicks,Paraguay
2148,Kelly,Marquez,Burundi
2149,Barry,Garcia,Korea
2150,Mark,Sullivan,United Arab Emirates
2151,William,Brooks,Israel
2152,Thomas,Logan,American Samoa
2153,Julie,Stewart,Isle of Man
2154,Kaitlin,Clarke,Uzbekistan
2155,Maria,Beck,Madagascar
2156,Sarah,Patton,Moldova
2157,Colleen,Allen,Bulgaria
2158,Mark,Mann,Chad
2159,William,Fisher,Sri Lanka
2160,Melissa,Rogers,Singapore
2161,Eileen,Love,Singapore
2162,Bruce,Byrd,Botswana
2163,Jesse,Lee,Bermuda
2164,Jose,Waters,Bangladesh
2165,Connie,Wiggins,Christmas Island
2166,Ronald,Price,Pitcairn Islands
2167,Anthony,Perez,Cayman Islands
2168,Melissa,Jenkins,Senegal
2169,Lindsey,Hernandez,Swaziland
2170,Robert,Hughes,Czech Republic
2171,Thomas,Walsh,Canada
2172,Karen,Cruz,Luxembourg
2173,Jocelyn,Rogers,Morocco
2174,Phillip,Moses,Isle of Man
2175,Alexis,Owens,Somalia
2176,Larry,Barnett,French Southern Territories
2177,Erica,Hernandez,Bangladesh
2178,Tamara,Rice,Bouvet Island (Bouvetoya)
2179,Kevin,Mccullough,Bahrain
2180,Jeff,Pham,Tanzania
2181,Taylor,Dyer,Svalbard & Jan Mayen Islands
2182,Sandra,Robinson,Kazakhstan
2183,Marcus,Cooper,Brazil
2184,Cheyenne,Ellis,American Samoa
2185,Tammy,Smith,Djibouti
2186,Andrea,Reyes,Liechtenstein
2187,Jesus,Harris,Fiji
2188,Regina,Hood,Svalbard & Jan Mayen Islands
2189,Ana,Simmons,Palau
2190,Emily,Webb,Venezuela
2191,Brent,Thomas,Hong Kong
2192,Katherine,Rodriguez,Guadeloupe
2193,Ronald,Taylor,Botswana
2194,Robert,Henry,Armenia
2195,Donald,Coleman,Cook Islands
2196,Alan,Mcfarland,Armenia
2197,Kelsey,Craig,Maldives
2198,Thomas,Cabrera,Turks and Caicos Islands
2199,Henry,Preston,Singapore
2200,Edward,Hill,Mongolia
2201,Brett,Shepherd,United Arab Emirates
2202,Suzanne,Gonzales,Latvia
2203,Richard,Johnson,Lesotho
2204,Kathleen,Ramirez,Eritrea
2205,Billy,Aguirre,Bosnia and Herzegovina
2206,Ann,Simpson,Cape Verde
2207,Jeffrey,Pitts,Palau
2208,Kim,Washington,San Marino
2209,Lauren,Hernandez,Dominican Republic
2210,Lisa,James,Bolivia
2211,Kyle,Perez,Kiribati
2212,Joyce,Taylor,Nauru
2213,Jonathan,Madden,Germany
2214,Donna,Shields,Micronesia
2215,Joshua,Rojas,Philippines
2216,Tracy,Young,Germany
2217,Daniel,Harvey,Bolivia
2218,William,Williams,Svalbard & Jan Mayen Islands
2219,Sheena,Gutierrez,Canada
2220,Veronica,Harris,Chile
2221,Amanda,Randall,Trinidad and Tobago
2222,Charles,Jones,Reunion
2223,Donna,Mann,Bermuda
2224,Andrea,Owens,Angola
2225,Brittany,Mclean,Norfolk Island
2226,Steven,Chen,Iceland
2227,Chad,Franklin,Saint Martin
2228,Kimberly,Cook,Greenland
2229,Rebekah,Moreno,Slovenia
2230,Erica,Smith,Sao Tome and Principe
2231,Natasha,Smith,Andorra
2232,Matthew,Rodriguez,Ireland
2233,Lance,Roth,Argentina
2234,Douglas,Berg,Poland
2235,Stephanie,Bell,Eritrea
2236,Phyllis,Simmons,Guam
2237,Stephanie,Garcia,Falkland Islands (Malvinas)
2238,Timothy,Gonzalez,Sierra Leone
2239,Carlos,Reynolds,Namibia
2240,Tammy,Velasquez,Jordan
2241,John,Lang,New Caledonia
2242,Kellie,Sims,Norfolk Island
2243,Desiree,Lopez,North Macedonia
2244,Henry,Love,Panama
2245,Travis,Rojas,Cocos (Keeling) Islands
2246,Renee,Dennis,Guinea-Bissau
2247,Robert,Pitts,Jordan
2248,Devin,Jones,Latvia
2249,Nicole,Freeman,Equatorial Guinea
2250,Timothy,Green,Poland
2251,Amanda,Smith,Norway
2252,Deborah,Holmes,Niue
2253,John,Watson,New Caledonia
2254,William,Gates,Belgium
2255,Ashley,Wyatt,Fiji
2256,Christopher,Hartman,Cayman Islands
2257,Richard,Brady,Estonia
2258,Shannon,Barnes,New Zealand
2259,Gary,Armstrong,Bermuda
2260,Joshua,Daniels,Ethiopia
2261,Tiffany,Bennett,Sierra Leone
2262,Cameron,Patel,Saint Pierre and Miquelon
2263,Steve,Thomas,Canada
2264,Jennifer,Page,Liechtenstein
2265,Daniel,Knight,Grenada
2266,Amy,Rivers,Monaco
2267,Kevin,Tucker,Latvia
2268,Nichole,Pugh,Guernsey
2269,Jessica,Cooper,Belize
2270,Robyn,Brown,Puerto Rico
2271,Katie,Duran,Eritrea
2272,Alisha,Kim,Germany
2273,Robert,Anderson,Jersey
2274,Marvin,Allen,Senegal
2275,Penny,Klein,Niger
2276,Tasha,Robinson,Bosnia and Herzegovina
2277,Paul,Torres,Faroe Islands
2278,Terri,Campbell,Barbados
2279,Jeffery,Neal,New Caledonia
2280,Thomas,Washington,Egypt
2281,Adam,Le,Antarctica (the territory South of 60 deg S)
2282,Edward,Miller,Christmas Island
2283,Daniel,Knight,Senegal
2284,Joanna,Lewis,France
2285,Colleen,Banks,Solomon Islands
2286,Ryan,Boyer,Netherlands
2287,Emily,Ellis,Pakistan
2288,David,Carey,Mozambique
2289,Adrian,Thomas,Philippines
2290,Melinda,Lane,Switzerland
2291,Kelly,Santos,Palau
2292,Thomas,Hanson,Ghana
2293,Suzanne,Brennan,South Africa
2294,Benjamin,Wade,Macao
2295,Amanda,Wilson,Uganda
2296,Carl,White,Guam
2297,Olivia,Clark,Rwanda
2298,Lawrence,Medina,Guinea
2299,Cody,Morton,Faroe Islands
2300,Nancy,Taylor,Uzbekistan
2301,Rebecca,Hall,French Polynesia
2302,Stephanie,Moore,Azerbaijan
2303,Brian,Grimes,Haiti
2304,Michael,Berry,New Caledonia
2305,Nicholas,Frazier,Comoros
2306,April,Hansen,Brazil
2307,Adam,Johnson,Holy See (Vatican City State)
2308,Jennifer,Edwards,Sierra Leone
2309,Haley,Holder,Central African Republic
2310,Kim,Ho,Malawi
2311,Joseph,Foster,Indonesia
2312,Chris,Stevenson,Andorra
2313,Ashley,Carter,Wallis and Futuna
2314,Allison,Thompson,Bolivia
2315,Glenda,Brown,Gibraltar
2316,Nicole,Harris,Montserrat
2317,Cindy,Ramirez,Bahamas
2318,Andrew,Fields,Saudi Arabia
2319,Amber,Robinson,Bahrain
2320,Nancy,West,Congo
2321,Michael,Nguyen,Tajikistan
2322,Scott,Howell,Venezuela
2323,Emily,Diaz,French Polynesia
2324,Brenda,Stewart,Guinea-Bissau
2325,Ashley,Warner,Liberia
2326,Kimberly,Costa,French Polynesia
2327,Samuel,Smith,Austria
2328,Jennifer,Hensley,Chile
2329,Brandon,Brown,Tonga
2330,Barry,Doyle,Luxembourg
2331,Kathleen,Lang,Congo
2332,Jose,Weeks,Swaziland
2333,Michael,Nash,Cuba
2334,Maxwell,Tucker,Latvia
2335,Lisa,Green,Equatorial Guinea
2336,Jesus,Arroyo,Mali
2337,Johnny,Turner,Liechtenstein
2338,Caroline,Herrera,Montserrat
2339,Diana,Hernandez,Trinidad and Tobago
2340,Greg,Sawyer,Mozambique
2341,Kevin,Smith,Mongolia
2342,Lori,Kramer,Wallis and Futuna
2343,Diana,Vega,Costa Rica
2344,Cassandra,Rodriguez,Northern Mariana Islands
2345,Tiffany,Weiss,Tonga
2346,Lauren,Gomez,French Guiana
2347,Amy,Smith,Sweden
2348,Patrick,Holt,Palestinian Territory
2349,Leah,Pham,Czech Republic
2350,Aaron,Wyatt,Moldova
2351,Willie,Griffin,Grenada
2352,Maria,Marks,San Marino
2353,Michele,Smith,Nauru
2354,Gregory,Jones,Greenland
2355,Jared,Lee,Gibraltar
2356,Monique,Douglas,French Guiana
2357,Steven,Lopez,Dominican Republic
2358,Kelly,Ward,Korea
2359,Kathleen,Norman,Togo
2360,Brian,Zimmerman,China
2361,Theresa,Hinton,Finland
2362,Ashley,Baldwin,Azerbaijan
2363,Jose,Garza,United States Virgin Islands
2364,Kyle,Bishop,Saint Martin
2365,Scott,Stanley,Pitcairn Islands
2366,Stephanie,Fields,Australia
2367,Jennifer,Johnson,Tajikistan
2368,James,Thompson,Nepal
2369,Paul,Shepherd,Heard Island and McDonald Islands
2370,Marc,Martinez,Kiribati
2371,Diana,Austin,Sweden
2372,Jessica,Odonnell,Pitcairn Islands
2373,David,Baker,Ghana
2374,Martin,Gonzalez,Vanuatu
2375,Ryan,Moore,Kiribati
2376,Keith,Evans,Mali
2377,Amy,Hughes,Brazil
2378,Cheryl,Gallagher,Costa Rica
2379,Diane,Salas,Turkmenistan
2380,Bryce,Day,Korea
2381,Megan,Arias,Turkey
2382,Katherine,Brown,Suriname
2383,Amanda,Rice,United States Minor Outlying Islands
2384,Jeffrey,Anderson,French Southern Territories
2385,Lauren,Salazar,Czech Republic
2386,Jennifer,Adams,Sudan
2387,Emily,Hobbs,Tonga
2388,Michael,Kirby,Liberia
2389,Nicholas,Ayala,Myanmar
2390,Sherry,Porter,Korea
2391,Angie,Long,Nigeria
2392,John,Vargas,Bermuda
2393,Steven,Robinson,Antarctica (the territory South of 60 deg S)
2394,Sean,Moore,Cote d'Ivoire
2395,Danny,Moss,Marshall Islands
2396,Kelly,Sherman,North Macedonia
2397,Danny,Stewart,Sierra Leone
2398,Virginia,Lewis,Anguilla
2399,April,Wilcox,Slovenia
2400,John,Gibbs,Morocco
2401,Leslie,Palmer,Panama
2402,David,Peck,Western Sahara
2403,Michael,Yang,Malaysia
2404,Shari,Stafford,Gibraltar
2405,Ricky,Stout,Anguilla
2406,Bailey,Martinez,Northern Mariana Islands
2407,Janet,Dunn,Cameroon
2408,Brianna,White,Ethiopia
2409,Angela,King,Mozambique
2410,Anthony,Valenzuela,Antarctica (the territory South of 60 deg S)
2411,John,Miller,Mongolia
2412,Alicia,Carlson,Philippines
2413,Nicole,Ross,Central African Republic
2414,Douglas,Cook,Cameroon
2415,Antonio,Jacobs,India
2416,Roger,Hoffman,Serbia
2417,Jennifer,Pitts,Burkina Faso
2418,Dennis,Goodman,Jersey
2419,Joseph,Lyons,United States of America
2420,Crystal,Burns,Iraq
2421,Edward,Weiss,Malaysia
2422,Joyce,White,Greece
2423,Roger,White,Saint Kitts and Nevis
2424,Eric,Hodges,Algeria
2425,Samantha,Cunningham,Cape Verde
2426,Timothy,Terry,Martinique
2427,James,Sanders,Mauritius
2428,Courtney,Robertson,Iceland
2429,Michelle,Jones,Armenia
2430,Jennifer,Carey,Ghana
2431,Justin,Castillo,Bhutan
2432,Patrick,Smith,Malta
2433,Roger,Robinson,Philippines
2434,Jacob,Hardin,New Caledonia
2435,Joseph,Lewis,Costa Rica
2436,Jeffery,Scott,Timor-Leste
2437,Christopher,Anderson,Saint Barthelemy
2438,Hunter,Blair,Honduras
2439,Jeanne,Abbott,Nigeria
2440,John,Wilkins,Guernsey
2441,Wendy,Pena,American Samoa
2442,Jason,Owens,Lithuania
2443,Nicole,Wright,New Zealand
2444,Douglas,Webster,Dominica
2445,Ian,Cruz,Jamaica
2446,Stacy,Rios,Angola
2447,Brooke,Baker,Iran
2448,Jonathan,Molina,Congo
2449,Anthony,Myers,Hong Kong
2450,Lynn,Jensen,Suriname
2451,Lori,Nichols,French Guiana
2452,Jeffery,Jensen,Bouvet Island (Bouvetoya)
2453,Melissa,White,Greenland
2454,Christopher,Smith,New Caledonia
2455,Grant,Wilson,United States of America
2456,Michael,Anderson,Sweden
2457,Michael,Shannon,Cyprus
2458,Deanna,Anderson,Oman
2459,Tracey,Bonilla,Cote d'Ivoire
2460,Lauren,Washington,Andorra
2461,Tiffany,Gibson,Turkmenistan
2462,Robert,Floyd,United States Virgin Islands
2463,Heather,Williams,Swaziland
2464,Nicholas,Jones,Saint Vincent and the Grenadines
2465,Gary,Moore,Zambia
2466,Tracy,Raymond,Malawi
2467,Timothy,Harrington,El Salvador
2468,Wendy,Rhodes,Australia
2469,Crystal,Bennett,Tuvalu
2470,Travis,Moore,Uganda
2471,Kelly,Jackson,Angola
2472,Mary,Tucker,Estonia
2473,Kimberly,Murray,Singapore
2474,Chloe,Tucker,Uruguay
2475,Joseph,Fernandez,Saint Martin
2476,Phyllis,Fox,Argentina
2477,Donna,Schwartz,New Zealand
2478,Ashley,Hogan,Belgium
2479,Sabrina,Ramirez,Dominican Republic
2480,Lorraine,Johnson,Egypt
2481,Mark,Higgins,Slovenia
2482,Nicholas,Taylor,Faroe Islands
2483,Theresa,Miller,Vanuatu
2484,Gary,Mays,Cyprus
2485,Jennifer,Tapia,Libyan Arab Jamahiriya
2486,Rachel,Drake,Palestinian Territory
2487,Destiny,Allen,Lao People's Democratic Republic
2488,Ian,Jones,Turkey
2489,Melinda,Burgess,Dominica
2490,Crystal,Allen,Bulgaria
2491,Tyler,Jimenez,American Samoa
2492,Adam,Armstrong,Guam
2493,Benjamin,Martin,Serbia
2494,Angela,Mosley,Holy See (Vatican City State)
2495,Tyler,Summers,South Georgia and the South Sandwich Islands
2496,Marissa,Williams,Kazakhstan
2497,Patrick,Allen,Myanmar
2498,Catherine,Singh,Myanmar
2499,Sarah,Reyes,Brunei Darussalam
2500,Benjamin,Meyer,Egypt
2501,Mark,Burton,Lithuania
2502,Amanda,Rose,France
2503,Ronald,Burgess,Germany
2504,James,Miller,Cook Islands
2505,Amy,Bass,Guatemala
2506,Linda,Cole,Falkland Islands (Malvinas)
2507,Cynthia,Jacobson,Liechtenstein
2508,Michael,Frost,Bulgaria
2509,Bobby,Carter,Namibia
2510,Thomas,Brown,Dominica
2511,Michael,Day,Bouvet Island (Bouvetoya)
2512,Edward,Brooks,Samoa
2513,Brendan,Hall,China
2514,Sarah,Edwards,Uzbekistan
2515,Jeanne,Vasquez,American Samoa
2516,Barry,Morris,Romania
2517,Jonathan,Taylor,United Kingdom
2518,Jeremy,Hughes,Bahamas
2519,Natalie,Solis,Wallis and Futuna
2520,Natalie,Ortiz,Serbia
2521,Kelly,Rhodes,United States Virgin Islands
2522,Amanda,Hart,New Zealand
2523,Christopher,Smith,Isle of Man
2524,Katie,Rocha,Liberia
2525,Neil,Carney,Anguilla
2526,Rhonda,Reyes,Solomon Islands
2527,Helen,Davis,Belize
2528,Jodi,Walker,Pakistan
2529,Julia,Miller,Portugal
2530,Sydney,Walter,Samoa
2531,Catherine,Wallace,Serbia
2532,Jimmy,Li,Saint Kitts and Nevis
2533,Bryan,Green,France
2534,Jose,Warner,Italy
2535,Mary,Schmidt,South Georgia and the South Sandwich Islands
2536,Anthony,Gomez,Serbia
2537,Daniel,Stephens,Chad
2538,Aaron,Greene,Nauru
2539,Andrew,Hawkins,Central African Republic
2540,Lisa,Peters,Sri Lanka
2541,David,Silva,Thailand
2542,Douglas,Bowers,Russian Federation
2543,Alex,Cox,Bouvet Island (Bouvetoya)
2544,George,Kline,Gambia
2545,Anna,Gonzales,Pakistan
2546,Mary,Morales,Saudi Arabia
2547,Michelle,Sweeney,Uganda
2548,Dana,Bell,New Zealand
2549,Michael,Russell,Finland
2550,Lindsey,Cantrell,Taiwan
2551,Julie,Reid,Portugal
2552,Patricia,Solis,Germany
2553,Matthew,Jones,Niger
2554,Lisa,Watson,Luxembourg
2555,John,Short,Cocos (Keeling) Islands
2556,James,Silva,Botswana
2557,Erik,Hale,Guyana
2558,Kenneth,Jackson,Burkina Faso
2559,Rachel,Joseph,Libyan Arab Jamahiriya
2560,Michelle,Long,Turkmenistan
2561,Amanda,Mcintyre,Iraq
2562,Robert,Castaneda,Iceland
2563,Brian,Taylor,Latvia
2564,James,Graham,Wallis and Futuna
2565,Jesse,Holmes,Afghanistan
2566,Lindsey,Townsend,Iceland
