id,Mittente,Destinatario,Importo,Data,Metodo_di_pagamento,Valuta,Paese_del_Cliente,Paese_a_Rischio,Mittente_sospetto,Destinatario_sospetto
0375a206-d736-44f1-b10f-0207169db501,Emily King,Brianna Davis,8174,2023-03-15 06:32:30,PayPal,GBP,Giappone,Si,Si,No
1c5544cd-b0de-4614-b45f-8a7540bfb105,Ryan Williams,Arthur Murray,7204,2023-01-29 20:00:13,Bonifico,GBP,Francia,No,Si,No
768dcef2-c09a-490d-a34f-fce69217a178,Franklin Palmer,Rachel Johnson,1373,2023-06-29 22:55:14,Carta di credito,USD,Regno Unito,Si,Si,No
b94c7d57-cba8-41d5-83c2-0c95597b6961,Derrick Michael,Travis Matthews,3434,2023-03-17 16:58:59,Assegno,JPY,Canada,Si,Si,Si
94f43759-006b-4ca6-ba20-df85d0974f95,Jamie Cole,Julie Byrd,5249,2023-04-17 06:14:19,Assegno,USD,Germania,No,Si,No
7615d0e4-3eb9-4d64-ba93-1668c4b9ce21,John Nielsen,Bryan Bowman,1054,2023-08-27 11:23:00,Assegno,EUR,Giappone,Si,Si,Si
3d934bdc-c2c7-4710-a9bf-b09923bb58bc,Mariah Montgomery,Katrina Robinson,5487,2023-05-31 20:37:01,Carta di credito,USD,Russia,Si,No,Si
25da8dbc-fbca-460f-8ea3-9c348208460a,Steven Brown,Trevor Graves,1589,2023-07-06 05:14:16,Carta di credito,GBP,Stati Uniti,Si,Si,No
2278ed43-5981-4ec8-b9ed-41772c5ec3f6,John Johnson,Richard Mercado,4524,2023-05-02 19:33:19,PayPal,USD,Italia,No,Si,Si
7e2443ba-bcdf-4dad-8fcf-c7846bbbbd20,Amy Browning,Jennifer Thompson,108,2023-08-11 16:22:18,Bonifico,GBP,Colombia,Si,Si,No
ac965f85-0339-43ab-b324-44d29f45c5e8,Charles Romero,Susan Mccormick,5372,2023-03-07 21:07:01,Assegno,EUR,Italia,No,Si,Si
ed3171a5-5962-4b96-b003-1a12db80946b,Rebecca Hayes,Melvin Lynch,5392,2023-01-17 11:59:57,PayPal,EUR,Germania,No,No,No
5d61140d-cad9-4bf9-86ad-77d7890bbc1a,Steven Whitaker,Dustin Williamson,2310,2023-07-25 12:05:00,Carta di credito,JPY,Canada,Si,Si,Si
da4765d4-1d65-449e-ad96-4253a1b98829,Lisa Serrano,Roberto Martin,2013,2023-04-08 12:49:10,PayPal,EUR,Russia,Si,Si,No
41843f7c-0c47-4707-a722-4c06bd920312,Jessica Hernandez,Aimee Richardson DVM,4022,2023-08-20 03:14:08,PayPal,JPY,Giappone,Si,Si,Si
fda36ea3-ffeb-4756-aa80-8e6c504430d4,Lindsay Martin,Veronica Griffin,1997,2023-03-08 02:07:43,Carta di credito,JPY,Regno Unito,Si,Si,Si
dd1ad173-7d7a-4ab8-9280-873534fdbd92,Adam Morgan,Mark Guzman,1616,2023-07-05 17:13:55,PayPal,GBP,Colombia,Si,No,Si
59c4cfb4-6d43-43d8-8c7e-eae15aa30a2f,Vickie Cabrera,Joshua Griffith,6630,2023-08-01 22:07:43,Assegno,EUR,Francia,No,Si,No
73363f95-a6c8-49c8-860d-e64fe2e56500,Angela Riley,Matthew Oliver,3769,2023-08-21 01:08:18,Assegno,USD,Regno Unito,Si,No,No
f914aeec-37a5-428f-babc-499b3fa4cc6a,Samantha Carrillo,Jonathan Todd,5491,2023-04-01 05:22:33,PayPal,JPY,Canada,Si,Si,No
fca80f3f-030d-42ea-8d19-962bbbc813c1,Joshua Aguilar,William Daniel,1871,2023-07-11 18:53:07,Bonifico,GBP,Stati Uniti,Si,Si,Si
30b2026e-eb38-4dc0-b47c-2d5ca50e7220,David Murphy,Vicki Reed,4095,2023-06-19 04:07:39,Bonifico,EUR,Germania,No,Si,No
4e39f85e-7de7-4660-9b79-752aa3a94187,Kenneth Olson,Sean Houston,6699,2023-05-15 19:20:23,Carta di credito,JPY,Russia,Si,Si,Si
85d4b1e9-c89c-4549-8081-892d910a1da9,Mr. Chase Melendez,James Torres,5087,2023-06-12 09:19:29,Bonifico,JPY,Stati Uniti,Si,No,Si
34e73f4b-af9a-4b4e-bf20-3635558c1332,David Aguilar,Michaela Gray,2882,2023-01-09 23:55:24,Bonifico,USD,Giappone,Si,No,Si
8b26a9ee-40e5-4284-a2af-0d17cb7c71e1,Geoffrey Williams,Donald Shaffer,9262,2023-07-28 21:42:26,Bonifico,GBP,Giappone,Si,No,Si
1c7e09f9-3ad3-4f73-8a6a-9f90f7775236,Ann Jones,Jill Rivera,3016,2023-06-12 11:50:47,Carta di credito,USD,Germania,No,No,Si
6fc3bd2c-3aa3-47be-a0d8-446028d6e275,Mark Miller,Mrs. Karen Garza,8374,2023-01-09 22:33:40,Assegno,EUR,Francia,No,No,No
b2a4c1c0-a363-4332-80e7-530b3b3ada87,William Cooke,Adrienne Barrett,760,2023-06-08 16:42:57,PayPal,JPY,Francia,No,Si,Si
31583030-e36a-47ec-9b42-90daab6457c3,Nicole Arnold,Lisa Clark,4658,2023-03-25 20:45:51,PayPal,USD,Colombia,Si,Si,No
c36bc855-eede-4d37-9484-cecaed226bd9,Mrs. Ashlee Krause MD,Jessica Evans,9438,2023-08-06 03:29:32,Bonifico,USD,Francia,No,No,No
9baefdf0-e347-47bb-a12d-2ecce0e3e7eb,Wesley Pena,Erica Stafford,51,2023-05-29 02:14:06,Carta di credito,EUR,Colombia,Si,Si,No
633d34cb-ec7c-40aa-af12-94f48d9fd234,Tara Maddox,Kevin Church,6313,2023-01-05 19:33:25,Bonifico,EUR,Canada,Si,Si,Si
d3db1a98-e67f-4232-9b6c-2ce2043115c5,Elizabeth Richardson,Michele Edwards,7842,2023-01-29 07:28:32,Assegno,USD,Germania,No,No,No
2615bdb3-4c9e-4784-9452-05b288196c55,Jennifer Wheeler,Sarah Mcdaniel,6234,2023-07-06 20:02:57,Bonifico,GBP,Italia,No,Si,Si
ed83ef09-4e45-47bd-a6fa-9e522520f4a3,Michelle Haley,Thomas Allison,4431,2023-03-03 14:15:25,Assegno,USD,Italia,No,Si,Si
d4727fce-849c-419e-8f59-41162acccb17,Susan Molina,William Hamilton,7890,2023-03-21 17:42:17,Carta di credito,GBP,Francia,No,Si,Si
059564a4-5d38-4a71-86b7-10b25c26980a,Shelly Christensen,Justin Kelly,9323,2023-07-21 06:39:45,Bonifico,USD,Italia,No,Si,Si
e9088285-232f-439c-9b65-c5fa39583fe1,Bradley Morris,Christopher Butler,2720,2023-05-14 21:50:35,Carta di credito,USD,Russia,Si,Si,Si
8d2a016e-4478-4976-8fdf-48ea234358b8,Brianna Carter,Christian Sloan,4419,2023-07-11 13:19:41,Assegno,USD,Giappone,Si,No,Si
45f67a6f-9868-4bb2-aa8c-d7cf627d63c7,Mindy Rodriguez,Brett Clark,4974,2023-07-23 16:00:59,Carta di credito,JPY,Francia,No,No,No
c1d8ceb3-44ec-4c5d-b1b9-5fe61ac386bb,Molly Villegas,Cheryl Rivera,7129,2023-01-20 08:48:20,Assegno,JPY,Francia,No,No,No
6028a7fd-8203-4b40-82dd-b929eeaaa4bd,William Rodriguez,Jennifer Grant,1682,2023-04-02 05:32:38,Bonifico,JPY,Italia,No,No,Si
a0af4ee8-1751-49d4-897c-9ff0b0c51ab2,Heidi Gregory,Nancy Torres,9606,2023-06-19 05:32:34,Assegno,USD,Germania,No,No,Si
c274bf74-cb4f-4e9e-a561-97755ed82d94,Abigail Williamson,Rachel Roberts MD,5940,2023-03-04 11:17:21,Bonifico,GBP,Italia,No,No,Si
038ab5f6-5b35-44e2-a926-79b110421e6b,Lauren Whitehead,Bethany Wiggins,5656,2023-01-29 07:26:58,Carta di credito,USD,Giappone,Si,Si,No
b5b3755f-7303-464b-9ad5-a2a8e50b7541,Greg Jenkins,Edward Silva,8332,2023-04-17 03:27:56,Assegno,EUR,Giappone,Si,Si,Si
2d4a8c19-2bcd-4dbc-bef8-7f5e2e1d9289,Stacy Kelley,Gabriel Mitchell,818,2023-06-30 22:41:52,PayPal,EUR,Russia,Si,No,Si
eb3a750a-4769-4159-a597-6aa6e6dbe2a2,Michael Greene,Cynthia Alexander,6861,2023-07-28 16:43:04,Carta di credito,EUR,Regno Unito,Si,Si,No
f9d2d81c-38bd-403d-8b83-fa154602f2bf,Lynn Gill,Kristopher King,8825,2023-08-19 07:56:45,PayPal,JPY,Canada,Si,Si,Si
32168a6b-7956-4f07-90bd-7455befdb520,April Norris,Ronnie Clark,23,2023-07-19 14:32:19,PayPal,USD,Russia,Si,No,Si
ca432b87-8497-4334-a206-4414daa06a4a,Corey Thomas,Chelsea Rose,8306,2023-06-11 17:57:15,Carta di credito,USD,Regno Unito,Si,Si,Si
2f437c23-2ea7-40a2-a480-c2dffdf27c5e,Scott Jones,Cheryl Clark,7922,2023-03-15 21:22:51,PayPal,GBP,Francia,No,No,No
6334977f-e288-43ca-bb4b-411d87229437,Adrian Oliver,Nicholas Stein,5040,2023-03-10 14:45:57,PayPal,USD,Canada,Si,No,No
eb0c6391-f468-43ee-8bfa-99ae6b983f2f,Kyle Phelps,Jonathan Garcia,5091,2023-08-07 03:26:39,Bonifico,USD,Canada,Si,No,No
47175dae-9606-4cf9-bcf4-a56742c21bc6,John Robertson,Brian Miles,8862,2023-01-26 21:43:25,Bonifico,USD,Germania,No,Si,No
a75fe4c7-6475-4442-953a-c77ffc404f6c,Christine Preston,Brandon Moore,1629,2023-06-25 20:06:38,Assegno,GBP,Colombia,Si,No,No
7202c960-9afc-481c-b47e-adb90b84fd61,Stephanie Herrera,Emma Short,5808,2023-08-09 08:14:09,Bonifico,USD,Colombia,Si,Si,Si
c9a1e89b-de6d-433f-bd30-4298adc1c1fc,Timothy Monroe,Casey Bates,8237,2023-03-14 06:58:55,Carta di credito,EUR,Francia,No,Si,No
47ee3feb-bc88-4aec-9e6a-b4290195de08,Lisa Ortiz,Thomas Turner,6004,2023-05-01 04:27:07,Bonifico,JPY,Giappone,Si,Si,No
68a2366f-9841-426b-955c-0f5086d244e9,Casey Horne,Robert Reed,1113,2023-01-13 15:21:55,Carta di credito,GBP,Canada,Si,Si,No
91dd4db3-8c6f-49bb-a7cc-10cd59660ecf,Tina Schmidt,Calvin Holden,5326,2023-06-11 20:23:45,Bonifico,EUR,Germania,No,No,Si
00e9b278-b1b9-4beb-ba75-4d4d4f7ea341,Amanda Barr,Angel Wade,3553,2023-04-29 21:34:15,Carta di credito,GBP,Colombia,Si,Si,No
2e21fab0-716b-4f27-92ec-4a9c12c0f8ab,Christopher Mann,Brett Estes,3432,2023-07-17 00:33:28,Bonifico,USD,Russia,Si,Si,No
39fdb8eb-4426-41dd-9a56-e9dc46551bc8,Jennifer Crawford,Tyler Simmons,8304,2023-02-27 21:38:57,Assegno,GBP,Giappone,Si,No,Si
421d715f-2f79-4097-9821-569884acc5c8,Anita Medina,Michael Spencer,7565,2023-02-24 07:12:58,Carta di credito,EUR,Italia,No,Si,No
e3d86f6b-7a15-47b3-b8ed-88a92fa1f2a9,Sean Mclaughlin,Kelly Jones,8734,2023-01-16 07:04:28,Bonifico,JPY,Regno Unito,Si,Si,No
745c13e2-6f4f-4fab-901d-260cad34a3d2,John Patton,Lori Morrison,9107,2023-06-06 10:20:07,Assegno,EUR,Russia,Si,Si,Si
6b53a0d5-5dd1-4716-bb6f-b0ad282e1417,Joseph Cross,Gregory Knight,3756,2023-04-19 16:03:45,Bonifico,EUR,Germania,No,Si,No
835bf125-26f9-4b52-b19f-1062ee2f8893,Ronald Lawson,Paul Wilson,5259,2023-08-23 01:33:00,Bonifico,USD,Regno Unito,Si,Si,No
f0a33070-72f9-4c4c-9c69-840d38baadf4,Rebekah Hampton,Brenda Warren,3409,2023-07-21 21:54:51,Bonifico,JPY,Stati Uniti,Si,No,No
50aac694-abc8-42b9-8def-6e0d878eaa86,Amber Davis,Melissa Dennis,8334,2023-06-11 19:54:03,Bonifico,EUR,Colombia,Si,Si,No
c5004b19-fd06-4e5c-9dbf-841be89d019b,Darren Price,Lacey Williams,7706,2023-06-03 20:56:07,PayPal,GBP,Germania,No,No,No
d1fc9b1d-26f4-4af1-ad4b-b6eb593eb9dc,Matthew Armstrong,Caroline Ramirez,2593,2023-04-11 01:48:49,Assegno,GBP,Germania,No,Si,No
a1623557-90ba-4587-8f44-2988d68875a5,Sarah Williams,Earl Cannon,4615,2023-06-12 04:51:48,Bonifico,EUR,Russia,Si,Si,No
43b0a506-a814-4af1-b34a-a61f2bcd4d42,Patricia Wallace,Melanie Bates,9477,2023-06-13 14:21:36,Carta di credito,USD,Stati Uniti,Si,Si,Si
ad1c08d4-1c56-4a21-bb32-e0ff52366d2e,Laura Garcia,Dr. Christopher Miller,1598,2023-02-14 10:51:53,Assegno,USD,Stati Uniti,Si,No,Si
72aea62a-2092-4632-89f7-8bf9d66c6bdd,Christopher Hoffman,Alexis King,2710,2023-06-19 00:33:28,Bonifico,USD,Germania,No,No,No
c1434395-4d64-47a2-af85-502ee1dd0117,Teresa Brown,Brandy Murray,5363,2023-07-11 00:09:08,Bonifico,GBP,Colombia,Si,No,No
2e501bee-07b1-465c-bd9a-232189f9a0ec,Dennis Johnston,Amanda Payne,9388,2023-02-09 14:49:17,Bonifico,USD,Italia,No,No,No
71690e8d-9bef-44a8-8714-a3a0fc254faa,Laura Velasquez,Brittany Soto,9336,2023-06-16 19:34:42,Assegno,USD,Regno Unito,Si,No,No
7f3412e1-1e73-4813-893c-3301124f9ab5,Diane Robinson,Dana Sullivan,7014,2023-02-15 10:26:40,Bonifico,EUR,Stati Uniti,Si,No,No
33455ce8-55e7-40f9-926d-d29e9d2f06bf,Mrs. Sharon Chavez DDS,David Jones,4342,2023-04-09 11:59:05,PayPal,JPY,Germania,No,No,No
9d031d28-8f29-4398-8283-ac641130ce49,Jennifer Brown,Christina Brown,535,2023-08-28 17:13:37,Assegno,EUR,Regno Unito,Si,No,No
ef94c635-1131-4885-9db1-463968936e26,Christopher Rivera,Kristin Rogers,999,2023-05-31 23:23:50,Bonifico,EUR,Germania,No,No,No
988424ab-6c6a-4707-afaa-aad78481ffc8,Mary Lester,Jessica Lyons,8948,2023-03-19 02:20:21,Bonifico,EUR,Germania,No,Si,Si
42df7cd0-4547-4997-8cfd-b97884d694cc,Mr. Gregory Miller,Patrick Garza,8271,2023-05-21 03:26:42,PayPal,JPY,Russia,Si,Si,Si
a5066495-9200-4fb6-894a-dad3a19dff63,Michael Owens,Laura Walker,5788,2023-07-10 05:52:49,Assegno,EUR,Russia,Si,No,No
047eb36a-7fa5-4560-beb1-d534b24d4566,Vickie Werner MD,William Olson,9691,2023-07-15 06:36:36,Carta di credito,JPY,Stati Uniti,Si,Si,No
478a71e4-8b49-4422-a310-c985835ada23,Jason Williamson,Tyler Adams,4764,2023-04-26 21:30:16,Assegno,EUR,Italia,No,Si,No
ee3a9537-296e-4ba3-bcc0-0b6fc10c006e,Laura Martinez,Kenneth Schwartz,8381,2023-06-01 05:04:04,Bonifico,JPY,Russia,Si,Si,Si
de08e880-5e40-46c8-9e0b-0989427cdc9d,Christopher Ruiz,Russell Hughes,6276,2023-03-05 06:51:32,PayPal,EUR,Francia,No,No,No
fdd4ecaf-abbc-465a-9805-4503970ff317,Timothy Martin,Megan Tran,6297,2023-03-21 03:05:20,Assegno,JPY,Stati Uniti,Si,Si,No
b1e3954b-11a5-42a9-8b45-058186c87424,Mark Shaw,Amanda Anderson,6881,2023-01-03 09:14:05,Bonifico,GBP,Germania,No,No,Si
1cc38336-674e-4d58-84eb-830f91d42d30,Jill Lopez,Samantha Collins MD,5401,2023-07-16 11:49:15,Bonifico,USD,Russia,Si,No,No
876e83ab-3f03-4590-8610-4518e80176d8,Maria Zhang,Patricia Wright,5981,2023-06-10 10:48:43,Assegno,JPY,Italia,No,No,No
5a6905c4-2e57-4e5d-a555-7de5eefbe537,Michael Duncan,Kyle Simon,5719,2023-04-20 00:28:04,Bonifico,USD,Italia,No,Si,Si
76ca77d8-35b3-43af-a9d7-34d29fed47bf,Michele Hutchinson,Lori Morales,1259,2023-04-24 07:40:27,Bonifico,USD,Colombia,Si,Si,Si
dd3a79c2-6715-4409-8436-603e58d5a88f,Hunter Davis,David Bowen,6957,2023-03-14 14:14:11,Assegno,EUR,Italia,No,No,Si
e5b6b7ee-98cb-4148-850b-3143971bc5b0,Kelly Jones,Luis Watson,249,2023-05-19 20:28:47,Bonifico,USD,Regno Unito,Si,Si,Si
7e875fa8-2836-4eb1-ae56-551e8ce62385,Kelly Mckinney,Brandi Hurst,8965,2023-03-22 09:56:10,Assegno,JPY,Italia,No,No,Si
7af533c2-c9f6-4880-b92a-d98b0e428f7c,Adrienne Baird,Patricia Howard,5599,2023-07-14 16:38:11,Carta di credito,USD,Canada,Si,Si,No
86bbabbf-d671-4c47-a4b6-2a49332bd3d3,Wanda Webb,Jacob Boyd,8182,2023-03-07 10:54:49,PayPal,EUR,Russia,Si,No,No
30cd3315-e16a-4052-8f46-67482ff64621,Michael Knight,Kristin Barrett,6994,2023-01-07 05:14:46,PayPal,GBP,Regno Unito,Si,Si,Si
8c903ac5-8f42-4763-b51c-5dd3fcd1bdc8,Becky Chen,Crystal Davis,2852,2023-03-27 12:05:54,Assegno,GBP,Regno Unito,Si,Si,Si
932b9901-dead-4f1e-8ebb-46b54a480774,Robert Freeman,Rachel Reed,3765,2023-05-16 19:36:44,Bonifico,JPY,Giappone,Si,Si,Si
2f2251f8-ebd1-4d8c-9ecb-a230f4b708a3,Rachel Perez PhD,Donald Morales,9539,2023-02-25 13:06:45,Bonifico,JPY,Russia,Si,Si,Si
d8bb39f5-5f81-4acd-8d68-c531fdd18242,Benjamin Perkins,Catherine Palmer,4206,2023-05-02 03:31:20,Carta di credito,JPY,Canada,Si,No,Si
a2ffb733-ccfe-4a1e-b803-352067839849,Latoya Francis,Sara Smith,9169,2023-02-03 07:57:39,Bonifico,GBP,Regno Unito,Si,Si,Si
ba49ec42-f052-4913-bb66-5c1fd16df665,Andrew Hogan,Matthew Maxwell,8831,2023-04-30 21:19:29,Carta di credito,USD,Canada,Si,Si,No
330b4639-8591-46e0-87b8-28d2b9fae0ef,Bill Williams,Alicia Jackson,2917,2023-04-14 17:48:27,PayPal,EUR,Regno Unito,Si,Si,Si
79a7474b-bf96-4faf-a55b-e05d28343118,Margaret Hall,Stacey Moore,6893,2023-01-23 23:00:14,Carta di credito,USD,Canada,Si,No,No
04cb851d-f482-474d-872c-d0f1947bf750,Andrew Ellis,Jeremy Andrade,7504,2023-04-04 06:27:41,Bonifico,GBP,Germania,No,Si,Si
610559bf-05d3-488c-ae73-375b2f867a45,Kim Thomas,Jeff Rodriguez,2545,2023-02-11 22:12:54,Carta di credito,JPY,Russia,Si,No,Si
c70d0b9b-a2c6-4a36-9f8b-b9208bdb23e0,Joseph Barker,Edward Cooley,4630,2023-06-29 07:32:59,Assegno,USD,Colombia,Si,No,Si
a0b5ed67-a40a-4195-8b9f-65dbcf1b5d00,Jeremy Foster,Nicole Rodriguez,37,2023-01-19 19:47:13,PayPal,USD,Giappone,Si,Si,No
c8a7bdc5-7136-422e-8095-3cc8a3dd6401,Angela Duarte,Austin Hansen,4402,2023-03-09 11:25:58,Carta di credito,JPY,Francia,No,No,Si
3368ee26-7336-461d-9ade-70c81ea9ad69,Jonathan Weeks,Shari Edwards,2738,2023-02-28 09:58:00,Bonifico,GBP,Canada,Si,No,Si
0a301f6a-1873-42a6-90e7-ea5374da6da3,Zachary Mccormick,Michelle Hopkins,7447,2023-03-18 23:58:54,Carta di credito,USD,Regno Unito,Si,Si,Si
a18e792d-0040-4ee0-a932-088733728f69,Amanda Malone,Heather Sullivan MD,22,2023-02-20 20:13:50,Bonifico,USD,Colombia,Si,No,No
8aa922df-3e5c-45fe-b597-9fe628760c2f,Carrie Ramirez,Brandon Gilbert,6002,2023-03-18 23:48:01,Bonifico,JPY,Colombia,Si,No,Si
eb28d772-4f52-403e-aa7b-af67c155e5da,Jerry Rivera,Thomas Jenkins,3156,2023-07-30 22:58:15,PayPal,JPY,Giappone,Si,Si,No
adb2f5e4-bcc4-4dac-811d-2c0b6e1dba90,Kristina Castillo,Brittany Rivers,5991,2023-05-28 03:56:57,Assegno,EUR,Russia,Si,Si,No
ee8e858a-8d81-410f-95c2-8a1f410d9193,Craig Leonard,Carlos Browning,3785,2023-05-18 07:48:59,Carta di credito,GBP,Germania,No,Si,Si
6270b392-d898-4278-902e-1de396f7999e,Christopher Le,Troy Deleon,7353,2023-03-06 05:40:48,Bonifico,USD,Giappone,Si,No,No
9f722e92-9de8-4375-8308-1a3a0358e253,Kimberly Jefferson,Marcus Turner,2908,2023-07-25 22:52:18,PayPal,JPY,Germania,No,Si,Si
78183238-1b96-43ca-a2dc-dcc3fe2b39bc,Elizabeth Flores,Kaitlyn Edwards,7780,2023-08-31 04:09:14,Bonifico,EUR,Regno Unito,Si,No,No
be579e7c-9253-425b-a653-830b168732d4,Jordan Reyes,Lori Peck,9556,2023-01-30 03:56:35,Assegno,USD,Colombia,Si,No,Si
26b003ea-afaa-430c-a378-24ddea20419b,Dr. Haley Berry,Jacqueline Sullivan,9821,2023-04-28 06:37:54,Bonifico,GBP,Francia,No,Si,Si
9c5d4e94-e944-4a98-a47e-b57cddaa9c23,Eric Morgan,Sarah Ramirez,7302,2023-03-06 04:33:46,Assegno,EUR,Russia,Si,Si,Si
77f64468-3f95-4bb6-8313-06dd65adb5ad,Robert Obrien,Kristina Browning,1721,2023-05-29 09:39:57,Bonifico,GBP,Colombia,Si,Si,No
68b63aa7-9dd8-4338-8f58-55614fdc748f,Kelly Gonzalez,Shannon Cooper,8662,2023-01-31 05:49:26,Assegno,GBP,Regno Unito,Si,Si,No
749a3068-89f8-4110-9f6e-5f864c25ddf8,Alexis Ibarra,Justin Rice,2713,2023-03-16 18:34:32,PayPal,USD,Canada,Si,No,Si
03089b63-43b1-4d62-a5e3-137acf56d186,Matthew Campbell,Joseph White,5459,2023-05-15 21:47:38,Carta di credito,USD,Colombia,Si,No,Si
78df7139-a40e-48fd-99d7-8fba04cd37b8,Kathryn Huang,Laura Lee,8966,2023-07-13 20:21:46,PayPal,JPY,Canada,Si,No,Si
92b67c71-31a7-49e9-8cc7-57d323648fc0,Robert Padilla,Brenda Lee,8775,2023-01-26 14:14:25,Assegno,EUR,Russia,Si,No,No
afd9b2cc-2766-4d80-ab94-a363a57d1e37,Judy Carter,Charles Browning,4305,2023-08-15 15:39:27,Carta di credito,EUR,Italia,No,Si,No
723976a0-11ff-4fc8-bfa5-4a0a05216ff2,Sarah Poole MD,Jamie Nelson,5496,2023-02-19 20:59:13,Assegno,USD,Russia,Si,No,No
f0db90f7-3a93-469c-a769-2fc155034e10,Christina Reyes,Tammy Tyler,3937,2023-02-09 01:50:56,Assegno,JPY,Germania,No,Si,No
6be72f1f-36a1-4a84-a718-da5c7bb2ee4f,Lauren Lawson,Heather Strong,3426,2023-02-16 06:02:30,Carta di credito,JPY,Italia,No,No,No
c082c2f0-af36-4b99-a92a-277c5046dc94,Danielle Mcgee,Joyce Daniel,2782,2023-05-18 18:53:58,PayPal,JPY,Canada,Si,No,Si
b1a138fc-dd22-4504-b16c-5b6ab8e603e5,Patricia Nguyen,Angela Stewart,6376,2023-06-17 19:49:53,Assegno,GBP,Colombia,Si,Si,No
0ea29ef6-6138-4528-9901-182f38391a1c,Amanda Fernandez,Carly Baker,2326,2023-01-27 05:59:20,Bonifico,EUR,Germania,No,Si,Si
3c024b15-e995-4118-a698-aeeba837fc3d,Melissa Reese,Phillip Armstrong,7381,2023-05-31 06:45:29,Assegno,JPY,Russia,Si,Si,No
ef17d528-b4d6-4910-8b64-8fe8b0310ba3,Amber Ryan,Catherine Ramos,4934,2023-03-17 06:01:24,PayPal,GBP,Stati Uniti,Si,No,No
21dba6dd-0ac0-4e53-94b9-46c459b4384a,Roger Keller,Christine Thomas,1370,2023-08-08 22:40:43,Assegno,USD,Italia,No,Si,No
534a1afd-d63c-46d5-8b8d-da30bdcf311f,Roger Robinson,Holly Rosario,532,2023-04-25 12:56:04,Bonifico,USD,Italia,No,No,Si
aa0505f6-03a3-4457-abc7-a361efa96c26,Matthew Weaver,Kelly Pena,7924,2023-07-21 19:45:34,Assegno,GBP,Stati Uniti,Si,Si,Si
fbfe74c5-7c44-4d15-bf18-874773316f0a,Eric Ramsey,Caroline Mcpherson,8882,2023-03-14 00:17:23,PayPal,JPY,Colombia,Si,No,Si
90629422-4529-46c1-80b1-b7709f1da3e7,Katherine Smith,Samuel Clark,3862,2023-01-22 23:46:39,PayPal,USD,Giappone,Si,No,No
c11db962-e4de-4533-930c-0c158179abea,Tyler Williams,Lisa Harris,4312,2023-03-12 06:12:41,Carta di credito,EUR,Canada,Si,No,Si
3cd0864d-7201-40a3-95d5-f5cce3b48ae1,Justin Warren,David Delgado,52,2023-06-24 23:38:18,Carta di credito,GBP,Italia,No,Si,Si
1cbb968c-dbf8-45dd-aca1-95a80effab1c,Victor Ramirez,Joshua Marsh,4578,2023-06-23 18:19:06,PayPal,GBP,Russia,Si,Si,Si
cf3b977f-5822-4edc-a741-be740b315f8e,Joshua Rodriguez,Charles Richardson,2207,2023-03-07 22:25:12,Bonifico,USD,Giappone,Si,No,No
fe6284ac-60ed-4fd0-8399-bbacd71e2a0d,Amanda Brown,Benjamin Garza,9247,2023-03-13 08:03:01,PayPal,EUR,Germania,No,No,Si
b4225212-bdc9-49ad-ad35-8b7c796f9fe5,Joseph Boyd,Adam Ruiz,5618,2023-04-26 10:06:47,Assegno,USD,Colombia,Si,No,Si
ac23baeb-3e32-4917-b70c-2da5431b8ca5,John Miles,Ryan Butler,208,2023-02-24 20:15:20,PayPal,JPY,Germania,No,No,Si
26bd7550-fa35-4a72-bdac-98e065dbf1a5,Olivia Krause,Roberto Young,8384,2023-07-17 18:43:25,PayPal,GBP,Francia,No,Si,No
c11338e2-4e90-4dca-b956-585c576310ec,Kevin King,Chad Ford,1649,2023-05-25 20:40:11,Bonifico,GBP,Canada,Si,No,No
373850a7-51e7-45c2-aaca-6f443a303185,Corey Price,Melissa Gonzales,5121,2023-02-15 01:07:31,Assegno,USD,Francia,No,Si,No
b4105a24-48e1-4dcc-b444-b5e514942508,Crystal Marshall,Angelica Gallagher,1267,2023-08-12 00:47:24,Carta di credito,JPY,Germania,No,Si,No
9efd8095-4e77-4da9-ac89-a88aef8856a0,Tyrone Martinez,Thomas Perkins,8971,2023-04-25 22:16:23,Bonifico,GBP,Giappone,Si,No,Si
7be851bb-525c-4145-bb7f-9c70dacf7e59,Steven Peterson,Eric Cameron,9682,2023-02-22 18:46:56,Carta di credito,JPY,Italia,No,Si,No
c809fc94-f121-4845-aaf0-076482c5747f,Michael Thomas,Amy Moss,5848,2023-02-21 01:08:35,Carta di credito,JPY,Regno Unito,Si,Si,No
e919377d-9bc5-481b-83da-2f432bd6594d,Robert Lee,Jessica Morton,1296,2023-01-06 14:20:13,Assegno,GBP,Regno Unito,Si,No,Si
cd6fb4cd-ea37-4696-8bf0-2e7740ce7c57,Amber Herrera,Lindsey Martinez,5282,2023-03-23 06:17:12,Assegno,JPY,Canada,Si,No,No
18d3c6c1-ceb3-469b-a950-624b316653c9,Mitchell Waters,Douglas Williams,9206,2023-06-25 02:05:16,Assegno,USD,Stati Uniti,Si,No,No
dc16f376-7db8-44ad-94f0-eab50d952043,Julie Rivera,Jennifer Singleton,2438,2023-07-25 01:43:12,Carta di credito,GBP,Canada,Si,No,Si
8f9641f3-c5ef-404f-b997-cd21e2a649b9,Angela Sutton PhD,Sandra Johnson,4654,2023-03-06 19:02:27,PayPal,USD,Regno Unito,Si,Si,No
